site_ID,COUNT,AREA,MEAN
465_509,12627.000000000000000,11364299.999999990686774,1042.170893041879026
402_83,17153.000000000000000,15437699.999999988824129,1367.001073559402585
40_139,16669.000000000000000,15002099.999999988824129,1134.719124155228883
412_477,16033.000000000000000,14429699.999999988824129,1589.961031438676400
82_30,16835.000000000000000,15151499.999999988824129,2508.519534102803846
40_140,14930.000000000000000,13436999.999999990686774,1060.867023492035742
560_691,16495.000000000000000,14845499.999999988824129,1099.744359601342921
608_360,13525.000000000000000,12172499.999999990686774,742.697903819198814
605_523,17999.000000000000000,16199099.999999986961484,1457.030322353960855
354_468,14874.000000000000000,13386599.999999990686774,1465.700473454044868
632_368,17447.000000000000000,15702299.999999988824129,1424.971558632135611
315_446,16742.000000000000000,15067799.999999988824129,1290.219983281463783
556_514,17215.000000000000000,15493499.999999988824129,1313.303020199646653
360_80,17270.000000000000000,15542999.999999988824129,1002.771443286712724
401_627,18011.000000000000000,16209899.999999986961484,1130.472913812700426
199_183,16002.000000000000000,14401799.999999988824129,1800.798888652858977
514_308,15861.000000000000000,14274899.999999988824129,1280.125955182301368
451_286,15497.000000000000000,13947299.999999988824129,1407.864902329198458
605_556,17702.000000000000000,15931799.999999988824129,1147.055172371686467
509_662,17898.000000000000000,16108199.999999986961484,1320.026920181768219
171_581,16553.000000000000000,14897699.999999988824129,1230.689262091009823
279_426,17204.000000000000000,15483599.999999988824129,1252.358126980233692
556_520,17599.000000000000000,15839099.999999988824129,1576.795980718257852
108_402,17547.000000000000000,15792299.999999988824129,1588.118081561383178
278_224,15334.000000000000000,13800599.999999988824129,1473.977697839883604
352_79,8931.000000000000000,8037899.999999993480742,892.665512935804145
736_377,16378.000000000000000,14740199.999999988824129,1103.442007864424795
242_423,16140.000000000000000,14525999.999999988824129,1314.723323429679795
237_202,16877.000000000000000,15189299.999999988824129,746.107727007381300
204_51,17494.000000000000000,15744599.999999988824129,1282.282282332878367
601_365,14947.000000000000000,13452299.999999990686774,1630.282409494423064
363_463,13993.000000000000000,12593699.999999990686774,1466.066682203667369
240_418,13196.000000000000000,11876399.999999990686774,1301.902283990263413
319_69,17781.000000000000000,16002899.999999986961484,966.264320721515901
239_592,17126.000000000000000,15413399.999999988824129,963.209940782818080
136_568,17999.000000000000000,16199099.999999986961484,1166.458655528555255
736_375,16532.000000000000000,14878799.999999988824129,1051.701030712742295
320_448,17588.000000000000000,15829199.999999988824129,1206.278159487698986
268_62,15131.000000000000000,13617899.999999988824129,1738.423695904181386
414_283,15665.000000000000000,14098499.999999988824129,1095.591175120986236
404_625,18147.000000000000000,16332299.999999986961484,1006.734726354912823
361_462,9664.000000000000000,8697599.999999992549419,1424.542516904160038
278_125,15047.000000000000000,13542299.999999988824129,1527.495079298611245
237_214,17051.000000000000000,15345899.999999988824129,852.024144696681788
604_555,16599.000000000000000,14939099.999999988824129,1529.822936109926331
357_254,17405.000000000000000,15664499.999999988824129,834.204578126788874
111_43,15096.000000000000000,13586399.999999988824129,1675.607575407972490
463_288,17988.000000000000000,16189199.999999986961484,1333.166872924134395
139_407,16505.000000000000000,14854499.999999988824129,1301.875720870310033
647_372,16329.000000000000000,14696099.999999988824129,1793.152873372202521
556_553,17703.000000000000000,15932699.999999988824129,1688.316175227123949
411_485,14063.000000000000000,12656699.999999990686774,1494.384322802201950
86_149,15967.000000000000000,14370299.999999988824129,1114.531126267825812
554_345,16027.000000000000000,14424299.999999988824129,1420.318911778959546
316_247,17040.000000000000000,15335999.999999988824129,1274.002770217035049
510_315,17309.000000000000000,15578099.999999988824129,1163.209672977554419
450_649,13913.000000000000000,12521699.999999990686774,1787.425107079787722
269_542,15346.000000000000000,13811399.999999988824129,1154.529954704704778
83_397,14553.000000000000000,13097699.999999990686774,2545.136231622097057
407_633,17406.000000000000000,15665399.999999988824129,918.913675784462384
564_680,4829.000000000000000,4346099.999999996274710,869.723605770729023
508_324,17881.000000000000000,16092899.999999986961484,1064.920618509847372
234_422,18106.000000000000000,16295399.999999986961484,1250.860829628804140
86_150,15125.000000000000000,13612499.999999988824129,1478.404771602917663
503_669,16345.000000000000000,14710499.999999988824129,1460.823592402146005
460_506,17722.000000000000000,15949799.999999988824129,1580.502058081907307
365_258,16879.000000000000000,15191099.999999988824129,1050.510786860974804
270_61,18133.000000000000000,16319699.999999986961484,1314.336963507352721
515_323,17072.000000000000000,15364799.999999988824129,1290.268700452195162
462_289,17810.000000000000000,16028999.999999986961484,1598.075565670129436
269_604,17262.000000000000000,15535799.999999988824129,1111.470969063895609
240_414,15026.000000000000000,13523399.999999988824129,1361.679360557136306
312_613,17787.000000000000000,16008299.999999986961484,1785.690410973674034
355_457,17828.000000000000000,16045199.999999986961484,1432.986513882868621
509_511,17570.000000000000000,15812999.999999988824129,1432.005267984457305
456_300,17218.000000000000000,15496199.999999988824129,1017.400863967382406
450_642,13807.000000000000000,12426299.999999990686774,1336.957320667466320
366_77,12721.000000000000000,11448899.999999990686774,908.013038230423035
279_603,16525.000000000000000,14872499.999999988824129,1189.732128249729158
277_434,16792.000000000000000,15112799.999999988824129,1002.187410790787339
241_207,16221.000000000000000,14598899.999999988824129,1361.336453292412443
139_406,16795.000000000000000,15115499.999999988824129,1224.822332555619823
309_611,15732.000000000000000,14158799.999999988824129,1463.797801441860202
273_432,17984.000000000000000,16185599.999999986961484,1289.078197632821229
63_144,16646.000000000000000,14981399.999999988824129,1543.906852914669344
604_533,16449.000000000000000,14804099.999999988824129,1475.822463274510937
206_411,15978.000000000000000,14380199.999999988824129,1448.557659369290832
21_15,11591.000000000000000,10431899.999999992549419,969.396154570709996
405_86,17022.000000000000000,15319799.999999988824129,738.268842303392603
632_371,17229.000000000000000,15506099.999999988824129,1505.753569491209646
204_195,16950.000000000000000,15254999.999999988824129,1386.798470233479520
408_282,16492.000000000000000,14842799.999999988824129,1382.931603841806464
554_106,15735.000000000000000,14161499.999999988824129,1410.573005913852739
64_391,14153.000000000000000,12737699.999999990686774,1233.105441255503592
273_429,17925.000000000000000,16132499.999999986961484,1268.337638764322492
364_615,17182.000000000000000,15463799.999999988824129,1711.758880472253395
88_34,10424.000000000000000,9381599.999999992549419,1028.389834795563274
509_667,17014.000000000000000,15312599.999999988824129,1409.678255192608276
137_173,17882.000000000000000,16093799.999999986961484,910.505317634231005
352_75,8397.000000000000000,7557299.999999994412065,979.782087129114529
203_189,16401.000000000000000,14760899.999999988824129,1139.442018483676065
609_354,12178.000000000000000,10960199.999999992549419,698.560333833335562
64_392,13890.000000000000000,12500999.999999990686774,1175.731292309360015
512_310,16925.000000000000000,15232499.999999988824129,1434.813243587610941
274_433,17643.000000000000000,15878699.999999988824129,1026.581056521008577
205_192,15512.000000000000000,13960799.999999988824129,1313.525786687566324
87_393,9421.000000000000000,8478899.999999994412065,890.897497755544805
408_85,15334.000000000000000,13800599.999999988824129,1434.584661701440155
360_252,16058.000000000000000,14452199.999999988824129,1179.582212875959158
310_452,17533.000000000000000,15779699.999999988824129,1505.198242866760665
357_259,17335.000000000000000,15601499.999999988824129,819.350879445832106
515_306,16977.000000000000000,15279299.999999988824129,1142.258512150126762
360_261,16726.000000000000000,15053399.999999988824129,1015.891497887394394
167_177,16823.000000000000000,15140699.999999988824129,1143.706303777279118
606_362,14266.000000000000000,12839399.999999990686774,769.283444617316150
451_132,15126.000000000000000,13613399.999999988824129,1429.576522056946942
320_450,17535.000000000000000,15781499.999999988824129,1103.389927267397525
502_663,17328.000000000000000,15595199.999999988824129,1365.658553558040921
503_670,14415.000000000000000,12973499.999999990686774,1464.556704807182314
241_215,16909.000000000000000,15218099.999999988824129,1348.140657504676028
139_570,16557.000000000000000,14901299.999999988824129,1179.595687880035030
321_248,17217.000000000000000,15495299.999999988824129,1567.533169994716673
645_708,16812.000000000000000,15130799.999999988824129,1683.655298905575364
765_152,12181.000000000000000,10962899.999999992549419,876.169876381735548
268_222,17788.000000000000000,16009199.999999986961484,1465.090963596542679
269_601,15500.000000000000000,13949999.999999988824129,1155.925094913606017
457_497,15307.000000000000000,13776299.999999988824129,1213.076652635015535
364_619,17525.000000000000000,15772499.999999988824129,1803.542695324907072
736_376,15231.000000000000000,13707899.999999988824129,1051.735005351987866
510_133,17025.000000000000000,15322499.999999988824129,1032.279709221704934
605_557,16742.000000000000000,15067799.999999988824129,1196.602964963813292
656_711,16929.000000000000000,15236099.999999988824129,1639.576364104738104
168_176,17714.000000000000000,15942599.999999988824129,1104.683502379449692
631_534,16629.000000000000000,14966099.999999988824129,1743.263393839566106
561_343,15646.000000000000000,14081399.999999988824129,952.144041119671556
565_688,11558.000000000000000,10402199.999999992549419,801.170057432402928
459_501,17730.000000000000000,15956999.999999988824129,1353.691158124704998
232_209,17281.000000000000000,15552899.999999988824129,1465.973510678614275
239_591,16385.000000000000000,14746499.999999988824129,1008.346237145364967
234_594,17999.000000000000000,16199099.999999986961484,1316.750000181842779
275_218,14441.000000000000000,12996899.999999990686774,1018.857373718046460
600_703,15027.000000000000000,13524299.999999988824129,1570.763373832068737
555_339,15119.000000000000000,13607099.999999988824129,1231.711071207926580
504_134,17906.000000000000000,16115399.999999986961484,1020.631387116828250
504_332,16249.000000000000000,14624099.999999988824129,1091.075866486991117
600_702,15897.000000000000000,14307299.999999988824129,1278.474496396419227
240_593,13814.000000000000000,12432599.999999990686774,1379.833581447529923
747_24,13014.000000000000000,11712599.999999990686774,1180.932895027839322
85_36,13793.000000000000000,12413699.999999990686774,1439.521749876050080
401_622,18031.000000000000000,16227899.999999986961484,1174.958416163033235
364_459,17604.000000000000000,15843599.999999988824129,1587.354464078701767
757_27,16298.000000000000000,14668199.999999988824129,994.943846948454961
407_624,16081.000000000000000,14472899.999999988824129,1156.864572853689651
206_586,14699.000000000000000,13229099.999999990686774,877.309508642036917
354_461,16392.000000000000000,14752799.999999988824129,1468.980460371259369
507_322,17980.000000000000000,16181999.999999986961484,1226.745077128509820
172_576,16866.000000000000000,15179399.999999988824129,1331.028889994764768
511_550,15284.000000000000000,13755599.999999988824129,1350.922517467504576
241_52,16246.000000000000000,14621399.999999988824129,1441.539900150789208
559_349,14624.000000000000000,13161599.999999990686774,1245.145302826777197
501_331,17109.000000000000000,15398099.999999988824129,1357.384268294072854
735_19,16616.000000000000000,14954399.999999988824129,1285.619422217427882
403_271,18141.000000000000000,16326899.999999986961484,1198.771101839572339
315_444,15548.000000000000000,13993199.999999988824129,1305.807865049589736
503_666,16441.000000000000000,14796899.999999988824129,1470.848232864424972
171_575,16653.000000000000000,14987699.999999988824129,1390.685660024423214
407_490,17393.000000000000000,15653699.999999988824129,932.969903720787329
172_577,16621.000000000000000,14958899.999999988824129,1204.097030699320840
137_168,17779.000000000000000,16001099.999999986961484,997.022207284055867
553_676,16992.000000000000000,15292799.999999988824129,1327.990282302071819
238_213,17581.000000000000000,15822899.999999988824129,807.328826138796330
412_544,14686.000000000000000,13217399.999999990686774,1647.859435657998347
352_71,8415.000000000000000,7573499.999999994412065,1117.982404024121479
601_116,15471.000000000000000,13923899.999999988824129,1551.392439012206296
353_265,16524.000000000000000,14871599.999999988824129,1342.534661577218685
557_513,16135.000000000000000,14521499.999999988824129,1612.264243354714154
412_630,16803.000000000000000,15122699.999999988824129,1601.513154959568283
632_367,17272.000000000000000,15544799.999999988824129,1344.869172247761981
607_561,12935.000000000000000,11641499.999999990686774,703.088946250086906
412_626,15751.000000000000000,14175899.999999988824129,1643.105437741265405
454_299,18061.000000000000000,16254899.999999986961484,1095.544850546221596
21_14,14729.000000000000000,13256099.999999990686774,1116.308182607012441
365_253,17207.000000000000000,15486299.999999988824129,1075.898968575382924
314_234,17389.000000000000000,15650099.999999988824129,722.082640465203895
501_319,17521.000000000000000,15768899.999999988824129,1406.992321788404070
356_465,17717.000000000000000,15945299.999999988824129,986.824850162602502
513_303,17901.000000000000000,16110899.999999986961484,1366.214483590240889
462_291,17880.000000000000000,16091999.999999986961484,1577.003693700532494
242_597,16017.000000000000000,14415299.999999988824129,1283.803150378728333
746_379,13452.000000000000000,12106799.999999990686774,1039.336608961585398
40_138,15625.000000000000000,14062499.999999988824129,971.556890629883128
313_612,17645.000000000000000,15880499.999999988824129,1470.253460279135879
454_100,17944.000000000000000,16149599.999999986961484,1289.548018967843973
746_378,16130.000000000000000,14516999.999999988824129,1008.715102236536836
455_658,17309.000000000000000,15578099.999999988824129,1305.982910042531785
608_356,15558.000000000000000,14002199.999999988824129,714.128443472641493
600_704,15166.000000000000000,13649399.999999988824129,1706.202966651577299
137_49,17873.000000000000000,16085699.999999986961484,928.018192518994283
562_515,13748.000000000000000,12373199.999999990686774,996.786007825391948
646_540,16707.000000000000000,15036299.999999988824129,1565.980183639332154
311_447,17573.000000000000000,15815699.999999988824129,1515.069907824722804
757_26,16746.000000000000000,15071399.999999988824129,893.061044019397400
313_445,17348.000000000000000,15613199.999999988824129,1687.281958565282366
202_190,16462.000000000000000,14815799.999999988824129,1413.844641608439815
461_492,17945.000000000000000,16150499.999999986961484,1805.981266644794914
555_105,15018.000000000000000,13516199.999999990686774,1228.783204929474778
607_531,10066.000000000000000,9059399.999999992549419,656.318001352813894
203_184,16457.000000000000000,14811299.999999988824129,1079.130258652321118
238_57,17459.000000000000000,15713099.999999988824129,856.234152252617946
463_293,17625.000000000000000,15862499.999999988824129,1399.755001600769219
236_211,17797.000000000000000,16017299.999999986961484,1128.405103449942999
108_400,17501.000000000000000,15750899.999999988824129,1611.166978614928439
234_598,17871.000000000000000,16083899.999999986961484,1281.567902233342465
206_585,14877.000000000000000,13389299.999999990686774,900.052242210589498
139_565,16577.000000000000000,14919299.999999988824129,1473.336232397704407
563_679,15022.000000000000000,13519799.999999988824129,1043.090503039999021
276_431,13163.000000000000000,11846699.999999990686774,1148.353234884378935
459_504,17892.000000000000000,16102799.999999986961484,1294.212310103637037
238_208,17679.000000000000000,15911099.999999988824129,766.905814534580713
236_53,17731.000000000000000,15957899.999999988824129,1171.890308775345375
108_403,16482.000000000000000,14833799.999999988824129,1503.413432394498614
309_543,16196.000000000000000,14576399.999999988824129,1439.680379122327395
601_361,15588.000000000000000,14029199.999999988824129,1455.053436293982941
735_17,16412.000000000000000,14770799.999999988824129,1384.237351673448529
63_143,14562.000000000000000,13105799.999999990686774,1616.811643474984521
630_369,16829.000000000000000,15146099.999999988824129,1393.517872794893265
630_120,17093.000000000000000,15383699.999999988824129,1351.576751684432566
630_366,16685.000000000000000,15016499.999999988824129,1498.506725654454158
630_370,17013.000000000000000,15311699.999999988824129,1340.328530629697525
630_117,17159.000000000000000,15443099.999999988824129,1408.916132862637596
600_529,6942.000000000000000,6247799.999999995343387,1637.643071123245136
601_359,13097.000000000000000,11787299.999999990686774,1520.384934748003388
552_340,14675.000000000000000,13207499.999999990686774,1309.647329404139327
502_674,16966.000000000000000,15269399.999999988824129,1332.782004997076683
502_551,16930.000000000000000,15236999.999999988824129,1404.789214854907868
502_665,16979.000000000000000,15281099.999999988824129,1414.003131173792781
558_341,9688.000000000000000,8719199.999999992549419,1264.237922273125378
558_108,13238.000000000000000,11914199.999999990686774,1210.284754810599907
558_344,10087.000000000000000,9078299.999999992549419,1321.726744147207683
558_342,9558.000000000000000,8602199.999999992549419,1239.603081980365459
609_358,5461.000000000000000,4914899.999999996274710,673.629312906088558
511_673,17692.000000000000000,15922799.999999988824129,1468.698858131305542
511_672,17723.000000000000000,15950699.999999988824129,1548.846839268104532
457_648,15527.000000000000000,13974299.999999988824129,1205.250078402877534
457_644,13167.000000000000000,11850299.999999990686774,1278.267211047231967
565_681,11515.000000000000000,10363499.999999992549419,826.525884734140163
516_329,10842.000000000000000,9757799.999999992549419,1031.002545225689573
516_327,14379.000000000000000,12941099.999999990686774,1051.338308068923197
516_335,11140.000000000000000,10025999.999999992549419,1040.026931364105167
464_499,16094.000000000000000,14484599.999999988824129,1101.317052255970793
464_503,16017.000000000000000,14415299.999999988824129,1156.982117828124501
464_494,16011.000000000000000,14409899.999999988824129,1103.186781291118450
414_268,11908.000000000000000,10717199.999999992549419,961.858990167908019
414_274,15418.000000000000000,13876199.999999988824129,1013.241136821826217
413_280,17429.000000000000000,15686099.999999988824129,1363.863030033724954
413_276,17249.000000000000000,15524099.999999988824129,1221.066440314900774
365_82,12706.000000000000000,11435399.999999990686774,945.245024021940367
318_66,10353.000000000000000,9317699.999999992549419,1397.112253045201214
276_430,9061.000000000000000,8154899.999999993480742,1233.388793355909911
276_428,9352.000000000000000,8416799.999999994412065,1377.790206592646427
200_193,12973.000000000000000,11675699.999999990686774,873.627365469868778
200_188,11004.000000000000000,9903599.999999992549419,746.904896563852731
170_178,15444.000000000000000,13899599.999999988824129,1066.155066195006384
206_409,14987.000000000000000,13488299.999999990686774,917.260080672617960
206_587,15539.000000000000000,13985099.999999988824129,1307.696422137715899
138_405,15635.000000000000000,14071499.999999988824129,1101.429404083241252
138_571,15503.000000000000000,13952699.999999988824129,1081.937808727438323
775_161,14957.000000000000000,13461299.999999990686774,756.357848022362987
775_158,14319.000000000000000,12887099.999999990686774,765.228713808100338
111_46,15992.000000000000000,14392799.999999988824129,1468.320681210815792
106_45,14106.000000000000000,12695399.999999990686774,1833.512199385087115
83_396,13379.000000000000000,12041099.999999990686774,2821.055351849243834
756_390,12291.000000000000000,11061899.999999990686774,1013.108322011956602
747_20,13169.000000000000000,11852099.999999990686774,1012.613964192333583
204_194,15137.000000000000000,13623299.999999988824129,1235.767392553348145
