site_ID,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MAJORITY_COUNT,MAJORITY_PERCENT,MINORITY,MINORITY_COUNT,MINORITY_PERCENT,MEDIAN,PCT90
734_137,66,1294.000000000000000,1164600.000000000000000,1,1,0,1.000000000000000,0.000000000000000,1294.000000000000000,1,1,1294,7.1118002,1,1294,7.1118002,1,1
455_508,68,350.000000000000000,315000.000000000000000,1,1,0,1.000000000000000,0.000000000000000,350.000000000000000,1,1,350,1.9349999,1,350,1.9349999,1,1
455_655,70,296.000000000000000,266400.000000000000000,1,1,0,1.000000000000000,0.000000000000000,296.000000000000000,1,1,296,1.7725000,1,296,1.7725000,1,1
645_562,71,548.000000000000000,493200.000000000000000,1,1,0,1.000000000000000,0.000000000000000,548.000000000000000,1,1,548,3.8127000,1,548,3.8127000,1,1
321_240,72,899.000000000000000,809100.000000000000000,1,1,0,1.000000000000000,0.000000000000000,899.000000000000000,1,1,899,4.9825001,1,899,4.9825001,1,1
554_348,73,821.000000000000000,738900.000000000000000,1,1,0,1.000000000000000,0.000000000000000,821.000000000000000,1,1,821,5.0742002,1,821,5.0742002,1,1
352_264,74,832.000000000000000,748800.000000000000000,1,1,0,1.000000000000000,0.000000000000000,832.000000000000000,1,1,832,5.3309002,1,832,5.3309002,1,1
171_582,75,1441.000000000000000,1296900.000000000000000,1,1,0,1.000000000000000,0.000000000000000,1441.000000000000000,1,1,1441,7.9115000,1,1441,7.9115000,1,1
241_210,77,529.000000000000000,476100.000000000000000,1,1,0,1.000000000000000,0.000000000000000,529.000000000000000,1,1,529,2.9677000,1,529,2.9677000,1,1
560_689,78,701.000000000000000,630900.000000000000000,1,1,0,1.000000000000000,0.000000000000000,701.000000000000000,1,1,701,3.9101000,1,701,3.9101000,1,1
563_516,80,1346.000000000000000,1211400.000000000000000,1,1,0,1.000000000000000,0.000000000000000,1346.000000000000000,1,1,1346,7.4798999,1,1346,7.4798999,1,1
21_18,81,213.000000000000000,191700.000000000000000,1,1,0,1.000000000000000,0.000000000000000,213.000000000000000,1,1,213,1.1691999,1,213,1.1691999,1,1
451_94,82,82.000000000000000,73800.000000000000000,1,1,0,1.000000000000000,0.000000000000000,82.000000000000000,1,1,82,1.3624001,1,82,1.3624001,1,1
608_364,83,637.000000000000000,573300.000000000000000,1,1,0,1.000000000000000,0.000000000000000,637.000000000000000,1,1,637,5.2658000,1,637,5.2658000,1,1
412_482,84,53.000000000000000,47700.000000000000000,1,1,0,1.000000000000000,0.000000000000000,53.000000000000000,1,1,53,0.7411000,1,53,0.7411000,1,1
365_129,86,1090.000000000000000,981000.000000000000000,1,1,0,1.000000000000000,0.000000000000000,1090.000000000000000,1,1,1090,6.1339002,1,1090,6.1339002,1,1
204_198,87,495.000000000000000,445500.000000000000000,1,1,0,1.000000000000000,0.000000000000000,495.000000000000000,1,1,495,5.1773000,1,495,5.1773000,1,1
234_596,91,1058.000000000000000,952200.000000000000000,1,1,0,1.000000000000000,0.000000000000000,1058.000000000000000,1,1,1058,5.8147998,1,1058,5.8147998,1,1
82_33,92,857.000000000000000,771300.000000000000000,1,1,0,1.000000000000000,0.000000000000000,857.000000000000000,1,1,857,4.7103000,1,857,4.7103000,1,1
631_537,94,716.000000000000000,644400.000000000000000,1,1,0,1.000000000000000,0.000000000000000,716.000000000000000,1,1,716,3.9295001,1,716,3.9295001,1,1
605_693,95,727.000000000000000,654300.000000000000000,1,1,0,1.000000000000000,0.000000000000000,727.000000000000000,1,1,727,4.7364998,1,727,4.7364998,1,1
205_50,96,687.000000000000000,618300.000000000000000,1,1,0,1.000000000000000,0.000000000000000,687.000000000000000,1,1,687,4.8455000,1,687,4.8455000,1,1
561_107,97,326.000000000000000,293400.000000000000000,1,1,0,1.000000000000000,0.000000000000000,326.000000000000000,1,1,326,1.8217000,1,326,1.8217000,1,1
85_35,98,778.000000000000000,700200.000000000000000,1,1,0,1.000000000000000,0.000000000000000,778.000000000000000,1,1,778,4.7435999,1,778,4.7435999,1,1
400_638,99,1098.000000000000000,988200.000000000000000,1,1,0,1.000000000000000,0.000000000000000,1098.000000000000000,1,1,1098,6.0187001,1,1098,6.0187001,1,1
199_199,102,959.000000000000000,863100.000000000000000,1,1,0,1.000000000000000,0.000000000000000,959.000000000000000,1,1,959,5.2588000,1,959,5.2588000,1,1
355_458,103,689.000000000000000,620100.000000000000000,1,1,0,1.000000000000000,0.000000000000000,689.000000000000000,1,1,689,4.6943998,1,689,4.6943998,1,1
561_337,104,514.000000000000000,462600.000000000000000,1,1,0,1.000000000000000,0.000000000000000,514.000000000000000,1,1,514,2.8491001,1,514,2.8491001,1,1
512_314,105,403.000000000000000,362700.000000000000000,1,1,0,1.000000000000000,0.000000000000000,403.000000000000000,1,1,403,2.4133000,1,403,2.4133000,1,1
107_401,108,385.000000000000000,346500.000000000000000,1,1,0,1.000000000000000,0.000000000000000,385.000000000000000,1,1,385,2.1264999,1,385,2.1264999,1,1
112_157,109,1015.000000000000000,913500.000000000000000,1,1,0,1.000000000000000,0.000000000000000,1015.000000000000000,1,1,1015,5.6492000,1,1015,5.6492000,1,1
